MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	ConversationContext	Cat
Call share count.	COMMUNICATION	make_call	Call <contact_name>share count</contact_name>.	{'UserFileNames': ['202001_SubstrateIntelligenceWorkingSession_RoleOfAIInEffectiveMeetings', 'Cortana in Teams FAQ', 'M365 Search - 3S Instrumentation - Client Contracts', '[Migrated] Analyzing Experiments', 'Jan2020Status', 'Cortana UWP app - skill readiness', 'Old - S+A Assistant Resourcing Map', 'DRI', 'Principal Briefing FINAL Posted Jan 23 2020', 'OneNote_DeletedPages', '2020-01-17 EC Investment Areas Update', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'SL_Newsletter_Details_Jan2020', 'S+A OM focused Shiproom 01282020', 'RichCaption tasks', 'Microsoft Search User Job Framework', 'MSAI Universal Search and Recommendations Pre-read', 'Name-Resolution-UX-Improvements', 'M365 Global Stories FY20 Summary', 'Process for determining FY19 Conference sponsorship list'], 'UserFileNameKeyPhrases': ['shiproom', 'cortana in teams', 'cortana teams', 'msai', 'deprecation', 'perf', 'om focused shiproom', 'cortana on windows', 'focused shiproom', 'cortana windows', 'voice skills', 'om shiproom', 'om focused', 'search 3s', '3s', 'uwp', 'skills test', 'focused', 'assistant resourcing map', 'search instrumentation']}	NegativeCrossDomainNoMatch
Tell my 5:00 PM meeting that I'll be there shortly.	COMMUNICATION	send_text_meeting	Tell my <time>5:00 PM</time> meeting that <message>I'll be there shortly</message>.	{'UserFileNames': ['Build Substrate Intelligence with Scale', 'AI+R Scorecard', 'Meeting Notes', 'Analyzing Experiments - Advanced', 'MVPSummit_MicrosoftTeamsArchitectureSession_March2019', 'MicrosoftSearch-UniversalAPI', 'Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - October 30th', 'Running Experiments', 'GRC Review Office Hours Sign-Up Sheet', 'Planning', 'Partners Notebook', 'Coronavirus Outbreak - ERT List (during CNY)', '2020 Chinese New Year vacation plan', 'OneBranch', '后端接口分配', 'Local Search 101', 'QF for Work', 'BYS标注平台', 'Adult New (6)', 'Substrate Perf Shiproom - 2020-1-08'], 'UserFileNameKeyPhrases': ['shiproom', 'msai', 'cortana in teams', 'cortana teams', 'voice skills', 'substrate', 'ai', 'fy20', 'shiproom current', 'teams 2020', 'review jan', 'voice', 'jan 20', 'knowledge', 'bot', 'skills test', 'extraction meeting transcript', 'highlights extraction meeting', 'extraction from transcript', 'highlights from meeting']}	NegativeCrossDomainNoMatch
Add Shai Ifrach to the call.	COMMUNICATION	add_to_call	Add <contact_name>Shai Ifrach</contact_name> to the call.	{'UserFileNames': ['Sustained Engineering Newsletter 2-3', 'Common', 'AI+R Scorecard', 'Meeting Notes', 'Analyzing Experiments - Advanced', 'Team Mobile Search - 3S dependency list', 'MicrosoftSearch-UniversalAPI', 'SE-Shiproom', 'Metrics', 'Untitled Section', 'Microsoft Teams Customer Pitch Deck', 'Private build', 'Ramp-up', '[Migrated] Analyzing Experiments', '[Dev spec]Teams Mobile Search Baseline Instrumentation', 'Voice Skills BVT - basic test cases', '[PM spec]Teams Mobile Search Instrumentation', 'Sustained Engineering Newsletter 12-9', 'Welcome', '后端接口分配'], 'UserFileNameKeyPhrases': ['test cases', 'test cases report', 'cases report', 'testcasesreport', 'cases', 'cases report week', 'test report week', 'test cases week', 'cases week', 'test week', 'ios', 'commute', 'report week', 'set up cortana', 'set cortana', 'test report', 'os', 'core skills', 'core skills extras', 'skills and extras']}	NegativeCrossDomainNoMatch
Message my 1:30 meeting the next meeting will be in one hour.	COMMUNICATION	send_text_meeting	Message my <time>1:30</time> meeting <message>the next meeting will be in one hour</message>.	{'UserFileNames': ['Analysis and Data', 'iRanker.IPS', 'Monthly Suzhou team report', 'Android Core skills+Extras', 'iOS Core Skills + Extras', 'iOS Commute Pass Gmail', 'Ice land (1)', 'TestCasesReport-Week44_Oct28- Nov 01', 'Test case_2108106 - [Compliant Commute iOS] Cortana Says Email is Confidential.', 'MSAI - CSI Work List', 'Voice Skills BVT - basic test cases', 'Cortana in Teams FAQ', 'Microsoft Search User Job Framework', 'Cortana in Teams R2 Weekly Shiproom', 'iOS Commute Outlook Pass', 'Substrate Perf Shiproom - 2020-1-29', 'KWS Manual Testing', 'Vendor Allocation', 'iOS Commute Pass', 'Voice Skills BVT Manual Test Cases (Core)'], 'UserFileNameKeyPhrases': ['shiproom', 'cortana in teams', 'cortana teams', 'voice', 'voice skills', 'msai', 'skill', 'dogfood testing', 'dogfood', 'fy20', 'skills test', 'focused', 'israel', 'lu', 'totalclienterrorsrawdatalog2020 01', 'substrate shiproom 2020', 'substrate perf shiproom', 'om focused shiproom', 'voice skills manual', 'substrate perf 2020']}	NegativeCrossDomainNoMatch
Send message to Abhishek.	COMMUNICATION	send_text	Send message to <contact_name>Abhishek</contact_name>.	{'UserFileNames': ['Mobile Clients - Release Tracking', 'Rooms and Devices - Engineering', '01-30-2020 Knowledge Bot - Full', 'Mobile Clients_DefaultNotes', 'Dev Monthly Plan', 'Assistant', 'Doc skills1', 'Doc skills', 'Sprint Status', 'Shiproom_DefaultNotes', 'Growth - OneNote', 'Restricted Visibility for Guests', 'Cortana in Teams R2 Weekly Shiproom', 'DRI', 'Kingston', 'SfB Interop Monitoring', 'S+A OM focused Shiproom 01282020', 'Mobile Design Backlog', 'Chat Service Web API Reference', 'IcM PowerBI Base Query'], 'UserFileNameKeyPhrases': ['skill', 'fy20', 'shiproom', 'substrate', 'omc', 'search instrumentation', 'calendar answer', 'calendar skill', 'mobile search', 'teams search', 'teams mobile', 'okrs', '3s', 'instrumentation', 'mobile search instrumentation', 'calendarworkingdocument 0113', 'calendar working document', 'substrate perf shiproom', 'calendarworkingdocument', 'substrate shiproom 2020']}	NegativeCrossDomainNoMatch
Text Debbie went on the upcoming meeting the car is red.	COMMUNICATION	send_text	Text <contact_name>Debbie</contact_name> <message>went on the upcoming meeting the car is red</message>.	{'UserFileNames': ['Drive VST Reach & Retention via Data', 'General', 'People Also Ask', 'Welcome', 'Build Substrate Intelligence with Scale', 'Running Experiments - Advanced', 'Name-Resolution-UX-Improvements', 'OneNote_DeletedPages', 'Analysis and Data', 'Cortana on Windows Vibranium International Plan', 'Cortana transition announcement - DRAFT', 'Assistant Roadmap Sync', 'Flighting in compliance -Phase1', 'GRC Review Office Hours Sign-Up Sheet', 'Spring2020-MLADS-Reviewers', 'Cortana Deprecations Tracker', 'Cortana in Teams R2 Weekly Shiproom', 'Cortana UWP app - skill readiness', 'M365 Search - 3S Instrumentation - Client Contracts', 'COGS and Latency'], 'UserFileNameKeyPhrases': ['core skills', 'kingston core skills', 'core skills testing', 'kingston skills', 'kingston device', 'set up cortana', 'kingston core', 'core testing', 'set cortana', 'commute', 'test cases', 'skills testing', 'ios', 'kingston device skills', 'device skills testing', 'kingston device core', 'device core testing', 'device core skills', 'ios commute pass', 'os commute pass']}	NegativeCrossDomainNoMatch
Message ever one on my upcoming meeting.	COMMUNICATION	send_text_meeting	Message ever one on my <order_ref>upcoming</order_ref> meeting.	{'UserFileNames': ['iOS Core Skills + Extras', 'iOS Commute Pass Gmail', 'Android Core skills+Extras', 'Cortana in Teams R2 Weekly Shiproom', 'Running Feature Rollouts', 'MSAI - CSI Work List', 'Vendor Allocation', 'MSA and AAD Report', 'ICE Services Weekly Review', 'Sample App Testing', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'DRI NoteBook', 'Skills Teams LT review 12-04-19', 'Feedback OKRs', 'DRI', 'iOS Commute Outlook Pass', 'Kingston_Core Skills_Testing', 'Kingston-Device 2-BVT', 'Bugs on Kingston', 'FY20 Q3 At a Glance - Keypoints'], 'UserFileNameKeyPhrases': ['core skills', 'kingston core skills', 'core skills testing', 'kingston skills', 'set up cortana', 'kingston core', 'core testing', 'set cortana', 'commute', 'skills testing', 'ios', 'kingston device skills', 'device skills testing', 'kingston device core', 'device core testing', 'device core skills', 'ios commute pass', 'os commute pass', 'kingston device', 'device skills']}	NegativeCrossDomainNoMatch
Message to 20 pm meeting.	COMMUNICATION	send_text_meeting	Message to <time>20 pm</time> meeting.	{'UserFileNames': ['Cortana UWP app - skill readiness', 'Multimedia Shiproom', 'Cortana Israel - Requests and Scheduling Intent- Shiproom', 'STCI MSAI Shiproom - Current', 'Cortana in Teams R2 Weekly Shiproom', 'יום צילום 2', 'Meetings - Capture and Share Feedback', 'Overview_AzureCompliance_Tracker_Current', '004 - Online Meeting Integration - CY 19 Q2', 'Private build', 'OKR', 'Skills Teams LT review 02-12-20', 'Movies + Showtimes', 'Core Platform Shiproom -- CURRENT', 'Know Your Product Jan 2020', 'Lior Sela - Resume.', 'Principal Briefing FINAL Posted Jan 23 2020', 'Program & Product Managers', 'Audience Expansion', 'Maps Shiproom - CURRENT'], 'UserFileNameKeyPhrases': ['shiproom', 'msai', 'fy20', 'perf', 'om focused shiproom', 'focused shiproom', 'om shiproom', 'om focused', 'substrate', 'omc', 'substrate perf shiproom', 'substrate shiproom', 'substrate perf', 'perf shiproom', 'fy20 q3', 'focused', 'feedback', 'emails', 'redirection service guide', 'substrate shiproom 2020']}	NegativeCrossDomainNoMatch
Send a message to Jacqueline.	COMMUNICATION	send_text	Send a message to <contact_name>Jacqueline</contact_name>.	{'UserFileNames': ['Assistant', 'Cortana in Teams FAQ', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Cortana in Teams R2 Weekly Shiproom', 'Android Core skills+Extras', 'pdp-core dev stuff', 'Substrate Perf Shiproom - 2020-1-29', 'Transit', 'DRI', 'FY21 Substrate Budget Planning', 'Cortana Platform Weekly Shiproom 3Feb2020', 'S+A OM focused Shiproom 01282020', 'Deprecation Deck v2', 'IcM PowerBI Base Query', 'PowerPoint Dogfood Testing', 'Excel Dogfood Testing', 'Word Dogfood Testing', 'Cortana UWP app - skill readiness', 'Assistant Roadmap Sync', 'OMC Perf doc'], 'UserFileNameKeyPhrases': ['nl search', 'shiproom', 'nl', 'om focused shiproom', 'focused shiproom', 'om shiproom', 'om focused', 'dev spec', 'msai', 'focused', 'lu', 'fy20', 'dev', 'substrate', 'deprecation plan cortana', 'working session 2020', 'search for messages', 'deprecation cortana', 'cortana in teams', 'deprecation plan']}	NegativeCrossDomainNoMatch
Send a message to prateek.	COMMUNICATION	send_text	Send a message to <contact_name>prateek</contact_name>.	{'UserFileNames': ['Monthly Suzhou team report', 'Analysis and Data', 'LUFY20WorkingSession', 'AI in M365 for MSAI Customer Deck', 'S+A OM focused Shiproom 02042020', 'Technician Daily Crew Schedules', 'Cortana Platform Weekly Shiproom 10Feb2020', 'MM Team Shiproom New Format', 'Multimedia Shiproom', 'CPM Onboarding List', 'LU Brownbag v1', 'iRanker.IPS', '202001_WorkingSession_RoleOfAIInEffectiveMeetings', 'GRC Review Office Hours Sign-Up Sheet', '01-30-2020 Knowledge Bot - Full', 'Email _ Implementation _ Rules', 'Completion Rate Analysis', 'D365OKRs', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Apps_under_LocalSystem_AppPool_03182019'], 'UserFileNameKeyPhrases': ['azure arm management', 'azure management', 'arm management', 'azure arm', 'arm', 'azure management ports', 'arm management ports', 'management ports', 'azure arm ports', 'azure ports', 'arm ports', 'ports', 'vst', 'cortana in teams', 'cortana teams', 'voice', '3c', 'speclet kingston', 'voice skills', '706bf 8b 2']}	NegativeCrossDomainNoMatch
Send a message to my.	COMMUNICATION	send_text	Send a message to my.	{'UserFileNames': ['Build Substrate Intelligence with Scale', 'Feedback OKRs', 'Substrate and MSAI Working Session 02-04-2020', 'Cortana on Windows Vibranium International Plan', 'Cortana transition announcement - DRAFT', 'Organizing Cortana Geneva Accounts', 'Deprecation Proposal - January 2020 - LT Review', 'Flighting in compliance -Phase1', 'GRC Review Office Hours Sign-Up Sheet', 'Cortana Deprecations Tracker', 'Cortana in Teams R2 Weekly Shiproom', 'Cortana UWP app - skill readiness', 'M365 Search - 3S Instrumentation - Client Contracts', 'Evoke', 'Deprecation Deck v2', 'FY20 Q3 Email Triage', 'Substrate Perf Shiproom - 2020-1-22', 'Azure Monitor Onboarding', '2020_01_SmartComposeMonthlyReview', 'Planning'], 'UserFileNameKeyPhrases': ['msai', 'perf', 'okrs', 'q3', 'cortana in teams', 'cortana teams', 'shiproom', 'q2 q3', 'rajesh', 'q2', 'substrate', 'voice skills manual', 'skills manual test', 'cortana on windows', 'knowledge mining', 'cortana windows', 'rajesh jan 2020', 'perf contracts', 'fy21 planning', 'voice manual']}	NegativeCrossDomainNoMatch
Open text from Donovan.	COMMUNICATION	query_message	Open text from <from_contact_name>Donovan</from_contact_name>.	{'UserFileNames': ['Cortana in Teams FAQ', 'Cortana UWP app - skill readiness', 'Voice Skills BVT - basic test cases', 'Drive VST Reach & Retention via Data', 'v2_meetingcreation_jopri_11-19-19', 'Visualizing Griffin Model D2', 'Microsoft Search User Job Framework', 'Name-Resolution-UX-Improvements', 'MS Sales WW access', 'Cortana on Windows Vibranium International Plan', '12-05-2019 Assistant Settings - Full', 'Cortana transition announcement - DRAFT', 'Desktop Outlook Metrics Summary', 'Assistant Roadmap Sync', 'Flighting in compliance -Phase1', 'Spring2020-MLADS-Reviewers', 'Cortana Deprecations Tracker', 'Cortana in Teams R2 Weekly Shiproom', 'G+E 2019-01-29', 'Compliant Skills - Onboarding Steps'], 'UserFileNameKeyPhrases': ['shiproom', 'msai', 'fy20', 'perf', 'om focused shiproom', 'focused shiproom', 'om shiproom', 'om focused', 'substrate', 'omc', 'substrate perf shiproom', 'substrate shiproom', 'substrate perf', 'perf shiproom', 'fy20 q3', 'focused', 'feedback', 'emails', 'redirection service guide', 'substrate shiproom 2020']}	NegativeCrossDomainNoMatch
Message my 11:00 AM meeting that when is our next meeting.	COMMUNICATION	send_text_meeting	Message my <time>11:00 AM</time> meeting that <message>when is our next meeting</message>.	{'UserFileNames': ['Extended logging support for MSFT employees', '202001_WorkingSession_RoleOfAIInEffectiveMeetings', 'Cortana UWP app - skill readiness', 'STCI MSAI Shiproom - Current', 'Annotator_WorkHours - Mabelman', 'Completion Rate Analysis', 'Cortana Israel - Action Item extraction - Shiproom', 'Metrics', 'Universal Search + Assistant - FY20 Q3 Backlog', 'Highlights extraction from meeting transcript - Jan 2020', 'Foundations DRI Guide', 'Cortana in Teams R2 Weekly Shiproom', 'Deprecation Proposal - January 2020 - LT Review', 'Kingston-WorkingDeck', 'Cortana Deprecations Tracker', 'GRC Review Office Hours Sign-Up Sheet', 'Voice Skills BVT - basic test cases', 'Android Core skills+Extras', 'Microsoft Search User Job Framework', 'iOS Core Skills + Extras'], 'UserFileNameKeyPhrases': ['msai', 'fy20', 'perf', 'shiproom', 'okrs', 'azure arm management', 'azure management', 'arm management', 'cortana teams', 'voice skills', 'azure arm', 'fy20 q3', 'cortana in teams', 'working session', 'q3', 'voice', 'substrate', 'arm', 'substrate perf shiproom', 'substrate shiproom']}	NegativeCrossDomainNoMatch
Transfer call to Angelina Jolie teams address.	COMMUNICATION	transfer	Transfer call to <contact_name>Angelina Jolie</contact_name> <destination_platform>teams</destination_platform> address.	{'UserFileNames': ['PeopleSearchInTeams', 'Cortana in Teams R2 Weekly Shiproom', 'Deprecation Deck v2', 'Microsoft Search User Job Framework', 'Principal Briefing FINAL Posted Jan 23 2020', 'Substrate Partner Discussion with Teams_01_13_2020', 'Assistant Roadmap Sync', 'Cortana transition announcement - DRAFT', 'Endpoints Table', 'Cosmos Convergence Subs', 'OMC Perf doc', 'M365 Search - 3S Instrumentation - Client Contracts', 'Controllers and Processors Analysis Guide - FINAL', 'Voice Skills BVT Manual Test Cases (Core)', 'Cortana on Windows Vibranium International Plan', 'Perf OKRs', 'GDPR Service Solution for Cortana', 'FY21 Substrate Budget Planning', 'UWP Skill roundup - Privacy Security Compliance tracking', 'GRC Review Office Hours Sign-Up Sheet'], 'UserFileNameKeyPhrases': ['test cases', 'test cases report', 'testcasesreport', 'cases report', 'msai', 'cases', 'set up cortana', 'set cortana', 'ios', 'commute', 'os', 'core skills extras', 'extras and skills', 'skills and extras', 'ios commute pass', 'core and extras', 'os commute pass', 'skills extras', 'voice skills', 'commute pass']}	NegativeCrossDomainNoMatch
Send message to the meeting I have on Wednesday at 7:00 PM.	COMMUNICATION	send_text_meeting	Send message to the meeting I have on <time>Wednesday at 7:00 PM</time>.	{'UserFileNames': ['Cortana UWP app - skill readiness', '01-30-2020 Knowledge Bot - Full', 'Deprecation plan - Cortana Mobile Apps', 'Deprecation Proposal - January 2020 - LT Review', 'Cortana on Windows Vibranium International Plan', 'GDPR Service Solution for Cortana', 'Hx Partner Asks', 'S+A H2 Planning', 'Cortana transition announcement - DRAFT', 'Cortana in Teams R2 Weekly Shiproom', 'S+A Assistant Resourcing Map', 'Augmentation Loop Walking Deck', 'S+A OM focused Shiproom 01282020', 'Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - January 29th', 'BillingWorker', 'Deprecation Deck v2', 'IcM PowerBI Base Query', 'UWP Skill roundup - Privacy Security Compliance tracking', 'SM FY20 _ full context', 'Assistant Roadmap Sync'], 'UserFileNameKeyPhrases': ['core skills', 'kingston core skills', 'core skills testing', 'kingston skills', 'kingston device', 'set up cortana', 'kingston core', 'core testing', 'set cortana', 'commute', 'skills testing', 'ios', 'kingston device skills', 'device skills testing', 'kingston device core', 'device core testing', 'device core skills', 'ios commute pass', 'os commute pass', 'device skills']}	NegativeCrossDomainNoMatch
